date,value,type
2010-08-17,0.07,BTC Price
2010-08-18,0.068,BTC Price
2010-08-19,0.0667,BTC Price
2010-08-20,0.0655,BTC Price
2010-08-21,0.0664,BTC Price
2010-08-22,0.0659289888953828,BTC Price
2010-08-23,0.06491,BTC Price
2010-08-24,0.065,BTC Price
2010-08-25,0.0648,BTC Price
2010-08-26,0.0640751139684395,BTC Price
2010-08-27,0.065,BTC Price
2010-08-28,0.0646,BTC Price
2010-08-29,0.064,BTC Price
2010-08-30,0.06497,BTC Price
2010-08-31,0.06,BTC Price
2010-09-01,0.0620248275862069,BTC Price
2010-09-02,0.0634,BTC Price
2010-09-03,0.06085,BTC Price
2010-09-04,0.062178275862069,BTC Price
2010-09-05,0.06165,BTC Price
2010-09-06,0.0616,BTC Price
2010-09-07,0.0612391180596142,BTC Price
2010-09-08,0.061,BTC Price
2010-09-09,0.0611149707773232,BTC Price
2010-09-10,0.0610115242548218,BTC Price
2010-09-11,0.0636208649912332,BTC Price
2010-09-12,0.0615,BTC Price
2010-09-13,0.06218,BTC Price
2010-09-14,0.06199,BTC Price
2010-09-15,0.0604,BTC Price
2010-09-16,0.0619,BTC Price
2010-09-17,0.0600005260081823,BTC Price
2010-09-18,0.061,BTC Price
2010-09-19,0.0627,BTC Price
2010-09-20,0.0621017358270018,BTC Price
2010-09-21,0.06265,BTC Price
2010-09-22,0.061881870251315,BTC Price
2010-09-23,0.062153512565751,BTC Price
2010-09-24,0.0622,BTC Price
2010-09-25,0.06202,BTC Price
2010-09-26,0.062,BTC Price
2010-09-27,0.0622004418468732,BTC Price
2010-09-28,0.0619038977206312,BTC Price
2010-09-29,0.06191,BTC Price
2010-09-30,0.0619,BTC Price
2010-10-01,0.0619733138515488,BTC Price
2010-10-02,0.0614,BTC Price
2010-10-03,0.0610648684979544,BTC Price
2010-10-04,0.0612944769140853,BTC Price
2010-10-05,0.0614,BTC Price
2010-10-06,0.06281,BTC Price
2010-10-07,0.067,BTC Price
2010-10-08,0.0844531081239041,BTC Price
2010-10-09,0.0938,BTC Price
2010-10-10,0.0971462010520164,BTC Price
2010-10-11,0.095,BTC Price
2010-10-12,0.0949,BTC Price
2010-10-13,0.104865589129164,BTC Price
2010-10-14,0.102,BTC Price
2010-10-15,0.105,BTC Price
2010-10-16,0.101,BTC Price
2010-10-17,0.102,BTC Price
2010-10-18,0.1024,BTC Price
2010-10-19,0.0975448918760959,BTC Price
2010-10-20,0.099,BTC Price
2010-10-21,0.107,BTC Price
2010-10-22,0.1025,BTC Price
2010-10-23,0.104556424313267,BTC Price
2010-10-24,0.11501,BTC Price
2010-10-25,0.139118552893045,BTC Price
2010-10-26,0.151,BTC Price
2010-10-27,0.1877,BTC Price
2010-10-28,0.1731,BTC Price
2010-10-29,0.19,BTC Price
2010-10-30,0.197610543541789,BTC Price
2010-10-31,0.1925,BTC Price
2010-11-01,0.194525061367621,BTC Price
2010-11-02,0.1938,BTC Price
2010-11-03,0.1931,BTC Price
2010-11-04,0.229275160724722,BTC Price
2010-11-05,0.259112413793104,BTC Price
2010-11-06,0.400982302746932,BTC Price
2010-11-07,0.34,BTC Price
2010-11-08,0.243184628872005,BTC Price
2010-11-09,0.217272694330801,BTC Price
2010-11-10,0.229549731151373,BTC Price
2010-11-11,0.2231,BTC Price
2010-11-12,0.2682,BTC Price
2010-11-13,0.276,BTC Price
2010-11-14,0.27904,BTC Price
2010-11-15,0.268464555815313,BTC Price
2010-11-16,0.225,BTC Price
2010-11-17,0.241939333722969,BTC Price
2010-11-18,0.269057790765634,BTC Price
2010-11-19,0.27829,BTC Price
2010-11-20,0.283015964932788,BTC Price
2010-11-21,0.27675,BTC Price
2010-11-22,0.285,BTC Price
2010-11-23,0.28295,BTC Price
2010-11-24,0.282905736411455,BTC Price
2010-11-25,0.28,BTC Price
2010-11-26,0.2844,BTC Price
2010-11-27,0.283,BTC Price
2010-11-28,0.271358679135009,BTC Price
2010-11-29,0.230559456458212,BTC Price
2010-11-30,0.2082,BTC Price
2010-12-01,0.2275,BTC Price
2010-12-02,0.255,BTC Price
2010-12-03,0.251060083576856,BTC Price
2010-12-04,0.205000526008182,BTC Price
2010-12-05,0.202850017533606,BTC Price
2010-12-06,0.204,BTC Price
2010-12-07,0.233420385739334,BTC Price
2010-12-08,0.2388,BTC Price
2010-12-09,0.199991694330801,BTC Price
2010-12-10,0.204,BTC Price
2010-12-11,0.228,BTC Price
2010-12-12,0.219853611922852,BTC Price
2010-12-13,0.227605236703682,BTC Price
2010-12-14,0.24669,BTC Price
2010-12-15,0.24,BTC Price
2010-12-16,0.24996,BTC Price
2010-12-17,0.242655815312683,BTC Price
2010-12-18,0.241,BTC Price
2010-12-19,0.2401,BTC Price
2010-12-20,0.267,BTC Price
2010-12-21,0.241436002337814,BTC Price
2010-12-22,0.25,BTC Price
2010-12-23,0.249970127995324,BTC Price
2010-12-24,0.248,BTC Price
2010-12-25,0.2499,BTC Price
2010-12-26,0.264962127410871,BTC Price
2010-12-27,0.264785388661601,BTC Price
2010-12-28,0.281,BTC Price
2010-12-29,0.3,BTC Price
2010-12-30,0.3,BTC Price
2010-12-31,0.3,BTC Price
2011-01-01,0.3,BTC Price
2011-01-02,0.29997,BTC Price
2011-01-03,0.295,BTC Price
2011-01-04,0.29895,BTC Price
2011-01-05,0.298916302162478,BTC Price
2011-01-06,0.298,BTC Price
2011-01-07,0.32,BTC Price
2011-01-08,0.3229,BTC Price
2011-01-09,0.323,BTC Price
2011-01-10,0.32659,BTC Price
2011-01-11,0.32659,BTC Price
2011-01-12,0.318799621274109,BTC Price
2011-01-13,0.3176,BTC Price
2011-01-14,0.399990005844535,BTC Price
2011-01-15,0.386,BTC Price
2011-01-16,0.38679,BTC Price
2011-01-17,0.3495,BTC Price
2011-01-18,0.31299,BTC Price
2011-01-19,0.31299,BTC Price
2011-01-20,0.39,BTC Price
2011-01-21,0.41991,BTC Price
2011-01-22,0.44003552893045,BTC Price
2011-01-23,0.4424,BTC Price
2011-01-24,0.4199,BTC Price
2011-01-25,0.41,BTC Price
2011-01-26,0.415085129748685,BTC Price
2011-01-27,0.4212,BTC Price
2011-01-28,0.444484044418469,BTC Price
2011-01-29,0.439,BTC Price
2011-01-30,0.477142033898305,BTC Price
2011-01-31,0.525136870251315,BTC Price
2011-02-01,0.707510116890707,BTC Price
2011-02-02,0.725434821741671,BTC Price
2011-02-03,0.693898367621274,BTC Price
2011-02-04,0.810958971361777,BTC Price
2011-02-05,0.911671477498539,BTC Price
2011-02-06,0.898,BTC Price
2011-02-07,0.889421369959088,BTC Price
2011-02-08,0.918,BTC Price
2011-02-09,1.01605024547049,BTC Price
2011-02-10,0.979652963179427,BTC Price
2011-02-11,1.05406945353594,BTC Price
2011-02-12,1.07870328404442,BTC Price
2011-02-13,1.05,BTC Price
2011-02-14,1.07001262419638,BTC Price
2011-02-15,1.05,BTC Price
2011-02-16,1.031687628872,BTC Price
2011-02-17,1.0399231975453,BTC Price
2011-02-18,0.898955914669784,BTC Price
2011-02-19,0.944028116890707,BTC Price
2011-02-20,0.865,BTC Price
2011-02-21,0.835747428404442,BTC Price
2011-02-22,0.877041779661017,BTC Price
2011-02-23,0.9,BTC Price
2011-02-24,0.989095265926359,BTC Price
2011-02-25,0.914652001753361,BTC Price
2011-02-26,0.958,BTC Price
2011-02-27,0.895033114552893,BTC Price
2011-02-28,0.860220923436587,BTC Price
2011-03-01,0.921096891876096,BTC Price
2011-03-02,0.9399,BTC Price
2011-03-03,0.939073383401519,BTC Price
2011-03-04,0.9011,BTC Price
2011-03-05,0.90784060666277,BTC Price
2011-03-06,0.884770973115138,BTC Price
2011-03-07,0.877583864406779,BTC Price
2011-03-08,0.866071591466979,BTC Price
2011-03-09,0.86,BTC Price
2011-03-10,0.920670309760374,BTC Price
2011-03-11,0.88,BTC Price
2011-03-12,0.917815513150205,BTC Price
2011-03-13,0.89249,BTC Price
2011-03-14,0.893924922852133,BTC Price
2011-03-15,0.87224,BTC Price
2011-03-16,0.851211665692578,BTC Price
2011-03-17,0.82542,BTC Price
2011-03-18,0.801959208065459,BTC Price
2011-03-19,0.765,BTC Price
2011-03-20,0.7415,BTC Price
2011-03-21,0.75897,BTC Price
2011-03-22,0.809130292811222,BTC Price
2011-03-23,0.84971,BTC Price
2011-03-24,0.872374365867914,BTC Price
2011-03-25,0.88377,BTC Price
2011-03-26,0.8552,BTC Price
2011-03-27,0.822,BTC Price
2011-03-28,0.794740500292227,BTC Price
2011-03-29,0.792509941554646,BTC Price
2011-03-30,0.789706312098189,BTC Price
2011-03-31,0.78461,BTC Price
2011-04-01,0.77411,BTC Price
2011-04-02,0.78199,BTC Price
2011-04-03,0.779,BTC Price
2011-04-04,0.68,BTC Price
2011-04-05,0.715691834599649,BTC Price
2011-04-06,0.74,BTC Price
2011-04-07,0.7538,BTC Price
2011-04-08,0.74999,BTC Price
2011-04-09,0.734060517241379,BTC Price
2011-04-10,0.733156820572765,BTC Price
2011-04-11,0.770113933372297,BTC Price
2011-04-12,0.861381607831677,BTC Price
2011-04-13,0.930320058445353,BTC Price
2011-04-14,0.998629766218586,BTC Price
2011-04-15,0.983673136762127,BTC Price
2011-04-16,1.04663285797779,BTC Price
2011-04-17,1.09812209789597,BTC Price
2011-04-18,1.14943331151373,BTC Price
2011-04-19,1.18516222092344,BTC Price
2011-04-20,1.14212598480421,BTC Price
2011-04-21,1.20733887200468,BTC Price
2011-04-22,1.40450508182349,BTC Price
2011-04-23,1.82885230099357,BTC Price
2011-04-24,1.63198421975453,BTC Price
2011-04-25,1.56448363530099,BTC Price
2011-04-26,1.77084089012274,BTC Price
2011-04-27,1.9031759585038,BTC Price
2011-04-28,2.28574446580947,BTC Price
2011-04-29,2.85060509000585,BTC Price
2011-04-30,3.5,BTC Price
2011-05-01,3.0942275534775,BTC Price
2011-05-02,3.2,BTC Price
2011-05-03,3.36058570368206,BTC Price
2011-05-04,3.40867304734074,BTC Price
2011-05-05,3.34373668439509,BTC Price
2011-05-06,3.45507558445354,BTC Price
2011-05-07,3.64126297779077,BTC Price
2011-05-08,3.84866837697253,BTC Price
2011-05-09,3.80408958211572,BTC Price
2011-05-10,5.65166700233781,BTC Price
2011-05-11,5.43975104383402,BTC Price
2011-05-12,6.3348786943308,BTC Price
2011-05-13,8.13903486732905,BTC Price
2011-05-14,7.00724382933957,BTC Price
2011-05-15,6.92492484453536,BTC Price
2011-05-16,7.88514074517826,BTC Price
2011-05-17,7.25719954061952,BTC Price
2011-05-18,6.76316336236119,BTC Price
2011-05-19,6.89014363237873,BTC Price
2011-05-20,5.61809621858562,BTC Price
2011-05-21,6.08480066744594,BTC Price
2011-05-22,6.71195603974284,BTC Price
2011-05-23,7.06525678375219,BTC Price
2011-05-24,7.40266058211573,BTC Price
2011-05-25,8.56928963705436,BTC Price
2011-05-26,8.78215543424898,BTC Price
2011-05-27,8.52865846814728,BTC Price
2011-05-28,8.34926911981298,BTC Price
2011-05-29,8.40095347223846,BTC Price
2011-05-30,8.77934246464056,BTC Price
2011-05-31,8.72157642197545,BTC Price
2011-06-01,9.62377723202805,BTC Price
2011-06-02,10.7027602279369,BTC Price
2011-06-03,14.2646467738165,BTC Price
2011-06-04,18.3127387258913,BTC Price
2011-06-05,16.5433423962595,BTC Price
2011-06-06,18.4020986440678,BTC Price
2011-06-07,23.2378784628872,BTC Price
2011-06-08,29.0299213267095,BTC Price
2011-06-09,28.7905440181181,BTC Price
2011-06-10,24.0493992285213,BTC Price
2011-06-11,14.7497466277031,BTC Price
2011-06-12,18.8501447311514,BTC Price
2011-06-13,19.5423291145529,BTC Price
2011-06-14,19.2577355055523,BTC Price
2011-06-15,19.4641426241964,BTC Price
2011-06-16,17.9293625423729,BTC Price
2011-06-17,15.4363689129164,BTC Price
2011-06-18,16.8754045353594,BTC Price
2011-06-19,17.5107167913501,BTC Price
2011-06-20,17.5107167913501,BTC Price
2011-06-21,17.5107167913501,BTC Price
2011-06-22,17.5107167913501,BTC Price
2011-06-23,17.5107167913501,BTC Price
2011-06-24,17.5107167913501,BTC Price
2011-06-25,17.5107167913501,BTC Price
2011-06-26,16.3613420157802,BTC Price
2011-06-27,16.7522858132671,BTC Price
2011-06-28,16.9618353071303,BTC Price
2011-06-29,16.8545683179427,BTC Price
2011-06-30,16.1852627808299,BTC Price
2011-07-01,15.4203573991818,BTC Price
2011-07-02,15.38284406955,BTC Price
2011-07-03,15.4575505604909,BTC Price
2011-07-04,13.8527968123904,BTC Price
2011-07-05,12.9648177147867,BTC Price
2011-07-06,14.7147835832846,BTC Price
2011-07-07,14.7972891613092,BTC Price
2011-07-08,14.2990376969608,BTC Price
2011-07-09,14.3815006697838,BTC Price
2011-07-10,14.6229375511397,BTC Price
2011-07-11,14.3101554330801,BTC Price
2011-07-12,14.0212726215663,BTC Price
2011-07-13,13.9714545225015,BTC Price
2011-07-14,13.997974547633,BTC Price
2011-07-15,13.8063904056108,BTC Price
2011-07-16,13.7130792992402,BTC Price
2011-07-17,13.2581353109293,BTC Price
2011-07-18,13.6305212504383,BTC Price
2011-07-19,13.8247948386908,BTC Price
2011-07-20,13.6783305920514,BTC Price
2011-07-21,13.6118084418469,BTC Price
2011-07-22,13.6985473310929,BTC Price
2011-07-23,13.6817183424898,BTC Price
2011-07-24,13.992515176505,BTC Price
2011-07-25,14.0334253787259,BTC Price
2011-07-26,13.8780323232028,BTC Price
2011-07-27,13.878224755114,BTC Price
2011-07-28,13.4915910756867,BTC Price
2011-07-29,13.5123163901227,BTC Price
2011-07-30,13.5402806738749,BTC Price
2011-07-31,13.3729061022794,BTC Price
2011-08-01,13.0191138468732,BTC Price
2011-08-02,12.2141564389246,BTC Price
2011-08-03,9.28635691350088,BTC Price
2011-08-04,10.7685037481005,BTC Price
2011-08-05,9.73015395967271,BTC Price
2011-08-06,6.964169735827,BTC Price
2011-08-07,8.50179329222677,BTC Price
2011-08-08,7.77533763793104,BTC Price
2011-08-09,9.80249948100526,BTC Price
2011-08-10,10.0512531274109,BTC Price
2011-08-11,9.43841299473992,BTC Price
2011-08-12,9.45299328521333,BTC Price
2011-08-13,10.0040247445938,BTC Price
2011-08-14,10.8068207665108,BTC Price
2011-08-15,11.1306965499708,BTC Price
2011-08-16,10.9919655669199,BTC Price
2011-08-17,10.9639640561075,BTC Price
2011-08-18,10.8584714558738,BTC Price
2011-08-19,11.6704730432496,BTC Price
2011-08-20,11.4597317393337,BTC Price
2011-08-21,11.3544813407364,BTC Price
2011-08-22,10.9208958246639,BTC Price
2011-08-23,10.9172450543542,BTC Price
2011-08-24,10.870444289889,BTC Price
2011-08-25,9.5460936735827,BTC Price
2011-08-26,8.12692016306254,BTC Price
2011-08-27,8.59649760666277,BTC Price
2011-08-28,9.03086639976622,BTC Price
2011-08-29,8.96115727060199,BTC Price
2011-08-30,8.80994873816481,BTC Price
2011-08-31,8.19915176446523,BTC Price
2011-09-01,8.23428166510813,BTC Price
2011-09-02,8.6214244377557,BTC Price
2011-09-03,8.44965344067796,BTC Price
2011-09-04,8.20347060227937,BTC Price
2011-09-05,7.5973325251315,BTC Price
2011-09-06,6.84653002893045,BTC Price
2011-09-07,7.16297027352426,BTC Price
2011-09-08,6.67818000029223,BTC Price
2011-09-09,4.98677704178843,BTC Price
2011-09-10,4.74284665517242,BTC Price
2011-09-11,5.85290397253068,BTC Price
2011-09-12,6.09062947223846,BTC Price
2011-09-13,5.80252327703098,BTC Price
2011-09-14,5.59743261016949,BTC Price
2011-09-15,4.86775518468732,BTC Price
2011-09-16,4.83116810052601,BTC Price
2011-09-17,4.775285635301,BTC Price
2011-09-18,5.23673227819988,BTC Price
2011-09-19,5.52037669199299,BTC Price
2011-09-20,6.14666555172414,BTC Price
2011-09-21,5.59706749795441,BTC Price
2011-09-22,5.47504877673875,BTC Price
2011-09-23,5.56342141963764,BTC Price
2011-09-24,5.45788968731736,BTC Price
2011-09-25,5.34115488135593,BTC Price
2011-09-26,4.87382608123904,BTC Price
2011-09-27,4.91115779251899,BTC Price
2011-09-28,4.76341532144945,BTC Price
2011-09-29,4.77766097837522,BTC Price
2011-09-30,5.14368590999416,BTC Price
2011-10-01,5.03407054471069,BTC Price
2011-10-02,5.00706259672706,BTC Price
2011-10-03,5.02284486031561,BTC Price
2011-10-04,4.95680562068966,BTC Price
2011-10-05,4.88506713091759,BTC Price
2011-10-06,4.73016629573349,BTC Price
2011-10-07,4.27603575686733,BTC Price
2011-10-08,3.98125299415546,BTC Price
2011-10-09,4.11163464348334,BTC Price
2011-10-10,4.07496248392753,BTC Price
2011-10-11,4.00892449590883,BTC Price
2011-10-12,4.16623534248977,BTC Price
2011-10-13,4.03698109000584,BTC Price
2011-10-14,3.98628088544711,BTC Price
2011-10-15,3.83733856049094,BTC Price
2011-10-16,3.60974171654003,BTC Price
2011-10-17,2.58124672180012,BTC Price
2011-10-18,2.42227473816482,BTC Price
2011-10-19,2.21725471303331,BTC Price
2011-10-20,2.35612350847458,BTC Price
2011-10-21,2.57009230508475,BTC Price
2011-10-22,3.15548613851549,BTC Price
2011-10-23,3.14775092986558,BTC Price
2011-10-24,2.52293599766219,BTC Price
2011-10-25,2.80192383109293,BTC Price
2011-10-26,2.7775052390415,BTC Price
2011-10-27,3.04540782758621,BTC Price
2011-10-28,3.17963943658679,BTC Price
2011-10-29,3.56918896873174,BTC Price
2011-10-30,3.25740372296902,BTC Price
2011-10-31,3.26509821274109,BTC Price
2011-11-01,3.17100774284044,BTC Price
2011-11-02,3.2558005666277,BTC Price
2011-11-03,3.16831638515488,BTC Price
2011-11-04,3.12011817182934,BTC Price
2011-11-05,2.97781759789597,BTC Price
2011-11-06,2.96272057685564,BTC Price
2011-11-07,3.01775768731736,BTC Price
2011-11-08,3.05656711104617,BTC Price
2011-11-09,2.9195672238457,BTC Price
2011-11-10,2.85670208533022,BTC Price
2011-11-11,3.06786173348919,BTC Price
2011-11-12,3.02552299590883,BTC Price
2011-11-13,2.98637330333139,BTC Price
2011-11-14,2.22422446434833,BTC Price
2011-11-15,2.3223841157218,BTC Price
2011-11-16,2.54678093074226,BTC Price
2011-11-17,2.27909583576856,BTC Price
2011-11-18,2.10506600321449,BTC Price
2011-11-19,2.20345672180012,BTC Price
2011-11-20,2.20198950964348,BTC Price
2011-11-21,2.27987916540035,BTC Price
2011-11-22,2.32245859614261,BTC Price
2011-11-23,2.33032356750438,BTC Price
2011-11-24,2.43887900029223,BTC Price
2011-11-25,2.49616100292227,BTC Price
2011-11-26,2.47179996902396,BTC Price
2011-11-27,2.47756495119813,BTC Price
2011-11-28,2.5412402521917,BTC Price
2011-11-29,2.75769848275862,BTC Price
2011-11-30,2.9660415458796,BTC Price
2011-12-01,3.08258945002922,BTC Price
2011-12-02,3.10040233313852,BTC Price
2011-12-03,2.80385618527177,BTC Price
2011-12-04,2.81969397603741,BTC Price
2011-12-05,2.87479622735242,BTC Price
2011-12-06,3.02536045149036,BTC Price
2011-12-07,2.98550242109877,BTC Price
2011-12-08,2.99188048305085,BTC Price
2011-12-09,2.95579195207481,BTC Price
2011-12-10,3.06897526709527,BTC Price
2011-12-11,3.2492688471654,BTC Price
2011-12-12,3.18733535651666,BTC Price
2011-12-13,3.24108840853302,BTC Price
2011-12-14,3.1550865043834,BTC Price
2011-12-15,3.20313854061952,BTC Price
2011-12-16,3.2091377773232,BTC Price
2011-12-17,3.19254170426651,BTC Price
2011-12-18,3.19401080888369,BTC Price
2011-12-19,3.52577391934541,BTC Price
2011-12-20,3.95255082729398,BTC Price
2011-12-21,3.88899325073057,BTC Price
2011-12-22,3.90306042051432,BTC Price
2011-12-23,3.93796507597896,BTC Price
2011-12-24,3.93941911864407,BTC Price
2011-12-25,4.23386687784921,BTC Price
2011-12-26,3.99912196405611,BTC Price
2011-12-27,4.0955185458796,BTC Price
2011-12-28,4.20729587609585,BTC Price
2011-12-29,4.17335222676797,BTC Price
2011-12-30,4.31063509000584,BTC Price
2011-12-31,4.71430633138515,BTC Price
2012-01-01,5.2948427773232,BTC Price
2012-01-02,5.2048778918761,BTC Price
2012-01-03,4.87050882875511,BTC Price
2012-01-04,5.58570626709527,BTC Price
2012-01-05,6.87400087726476,BTC Price
2012-01-06,6.68331663997662,BTC Price
2012-01-07,6.79622798071303,BTC Price
2012-01-08,7.09665056633548,BTC Price
2012-01-09,6.28853834248977,BTC Price
2012-01-10,6.52847455523086,BTC Price
2012-01-11,6.88912772121566,BTC Price
2012-01-12,6.77356419579194,BTC Price
2012-01-13,6.45436889012273,BTC Price
2012-01-14,6.76172714260666,BTC Price
2012-01-15,7.04692255815312,BTC Price
2012-01-16,6.71560766656926,BTC Price
2012-01-17,5.59962195032145,BTC Price
2012-01-18,5.9002312881356,BTC Price
2012-01-19,6.31570634161309,BTC Price
2012-01-20,6.50149198831093,BTC Price
2012-01-21,6.18056832554062,BTC Price
2012-01-22,6.30296722676797,BTC Price
2012-01-23,6.37487607714787,BTC Price
2012-01-24,6.27447647574518,BTC Price
2012-01-25,5.81046507247224,BTC Price
2012-01-26,5.36722695441262,BTC Price
2012-01-27,5.30313719696084,BTC Price
2012-01-28,5.65979677498539,BTC Price
2012-01-29,5.39142945733489,BTC Price
2012-01-30,5.50348193863238,BTC Price
2012-01-31,5.53822029573349,BTC Price
2012-02-01,6.07523265225015,BTC Price
2012-02-02,6.09957291291642,BTC Price
2012-02-03,5.95161092752776,BTC Price
2012-02-04,5.8954132390415,BTC Price
2012-02-05,5.67811571712449,BTC Price
2012-02-06,5.48266405844535,BTC Price
2012-02-07,5.66202770017534,BTC Price
2012-02-08,5.6185281899474,BTC Price
2012-02-09,5.83569985417884,BTC Price
2012-02-10,5.93783415546464,BTC Price
2012-02-11,5.61213285330216,BTC Price
2012-02-12,5.51909716949152,BTC Price
2012-02-13,5.34835455932203,BTC Price
2012-02-14,4.48365409175921,BTC Price
2012-02-15,4.3255203220339,BTC Price
2012-02-16,4.25523904500292,BTC Price
2012-02-17,4.39153837288136,BTC Price
2012-02-18,4.27008127761543,BTC Price
2012-02-19,4.38955145821157,BTC Price
2012-02-20,4.36513593892461,BTC Price
2012-02-21,4.31511560198714,BTC Price
2012-02-22,4.41931028755114,BTC Price
2012-02-23,5.03951511805961,BTC Price
2012-02-24,5.02560875891292,BTC Price
2012-02-25,4.77256738106371,BTC Price
2012-02-26,4.9264208515488,BTC Price
2012-02-27,4.95251575628287,BTC Price
2012-02-28,4.85725777556984,BTC Price
2012-02-29,4.87274875569842,BTC Price
2012-03-01,4.92207212361192,BTC Price
2012-03-02,4.71482358708358,BTC Price
2012-03-03,4.62819325248393,BTC Price
2012-03-04,4.83414448158971,BTC Price
2012-03-05,4.98239290385739,BTC Price
2012-03-06,4.98784135242548,BTC Price
2012-03-07,4.94911288457043,BTC Price
2012-03-08,4.93497949503214,BTC Price
2012-03-09,4.87229784745763,BTC Price
2012-03-10,4.84142380479252,BTC Price
2012-03-11,4.89202875160724,BTC Price
2012-03-12,4.91083937931035,BTC Price
2012-03-13,5.29088027878434,BTC Price
2012-03-14,5.39054329222677,BTC Price
2012-03-15,5.34082089888954,BTC Price
2012-03-16,5.33957479135009,BTC Price
2012-03-17,5.23600355406195,BTC Price
2012-03-18,5.27014898538866,BTC Price
2012-03-19,4.67867255289305,BTC Price
2012-03-20,4.83083021624781,BTC Price
2012-03-21,4.81722952483928,BTC Price
2012-03-22,4.72960850496785,BTC Price
2012-03-23,4.69164317650497,BTC Price
2012-03-24,4.65198626592636,BTC Price
2012-03-25,4.55227026241964,BTC Price
2012-03-26,4.63272235973115,BTC Price
2012-03-27,4.81134073524255,BTC Price
2012-03-28,4.79058939158387,BTC Price
2012-03-29,4.79406657218001,BTC Price
2012-03-30,4.86140935651666,BTC Price
2012-03-31,4.88977687317358,BTC Price
2012-04-01,4.79332567738165,BTC Price
2012-04-02,4.98304547866745,BTC Price
2012-04-03,4.95623319286967,BTC Price
2012-04-04,4.91784217767387,BTC Price
2012-04-05,4.92084924488603,BTC Price
2012-04-06,4.94910743220339,BTC Price
2012-04-07,4.70971191028638,BTC Price
2012-04-08,4.77881884921099,BTC Price
2012-04-09,4.85254738106371,BTC Price
2012-04-10,4.84141759380479,BTC Price
2012-04-11,4.91525071712449,BTC Price
2012-04-12,4.90115814728229,BTC Price
2012-04-13,4.93440673348919,BTC Price
2012-04-14,4.95636466101695,BTC Price
2012-04-15,4.9616003383986,BTC Price
2012-04-16,4.95076456925774,BTC Price
2012-04-17,4.9687445075979,BTC Price
2012-04-18,5.12437744301578,BTC Price
2012-04-19,5.13090651139684,BTC Price
2012-04-20,5.36651596814728,BTC Price
2012-04-21,5.28255033898305,BTC Price
2012-04-22,5.19560899473992,BTC Price
2012-04-23,5.11088819170076,BTC Price
2012-04-24,5.08786726241964,BTC Price
2012-04-25,5.14881624547048,BTC Price
2012-04-26,5.09741928579778,BTC Price
2012-04-27,5.09588733985973,BTC Price
2012-04-28,4.9707366528346,BTC Price
2012-04-29,4.90260617767387,BTC Price
2012-04-30,4.9421168100526,BTC Price
2012-05-01,4.98713722735243,BTC Price
2012-05-02,5.05343735388662,BTC Price
2012-05-03,5.11887297895967,BTC Price
2012-05-04,5.08550708825248,BTC Price
2012-05-05,5.05663956458212,BTC Price
2012-05-06,5.0478007729398,BTC Price
2012-05-07,5.06755586703682,BTC Price
2012-05-08,5.02346642285213,BTC Price
2012-05-09,5.04130623553478,BTC Price
2012-05-10,4.92748871975453,BTC Price
2012-05-11,4.96370997749854,BTC Price
2012-05-12,4.94653223495032,BTC Price
2012-05-13,4.94479505376973,BTC Price
2012-05-14,5.01143592197545,BTC Price
2012-05-15,5.03364040035067,BTC Price
2012-05-16,5.08778450905903,BTC Price
2012-05-17,5.08966168644068,BTC Price
2012-05-18,5.11830148275862,BTC Price
2012-05-19,5.11254581122151,BTC Price
2012-05-20,5.09420096843951,BTC Price
2012-05-21,5.0942213100526,BTC Price
2012-05-22,5.08913918877849,BTC Price
2012-05-23,5.12885889976622,BTC Price
2012-05-24,5.11915775920514,BTC Price
2012-05-25,5.13727680654588,BTC Price
2012-05-26,5.10397880479252,BTC Price
2012-05-27,5.13461613500877,BTC Price
2012-05-28,5.13632541905318,BTC Price
2012-05-29,5.14847069783752,BTC Price
2012-05-30,5.13826456925774,BTC Price
2012-05-31,5.18163972121566,BTC Price
2012-06-01,5.26694375803624,BTC Price
2012-06-02,5.24363906019871,BTC Price
2012-06-03,5.21270498480421,BTC Price
2012-06-04,5.25876585739334,BTC Price
2012-06-05,5.42601429485681,BTC Price
2012-06-06,5.44616942197545,BTC Price
2012-06-07,5.58716980976037,BTC Price
2012-06-08,5.62252910169492,BTC Price
2012-06-09,5.55700233547633,BTC Price
2012-06-10,5.45789356925774,BTC Price
2012-06-11,5.58699698158971,BTC Price
2012-06-12,5.72749129865575,BTC Price
2012-06-13,5.90930132378726,BTC Price
2012-06-14,5.96202318205728,BTC Price
2012-06-15,6.52338071917008,BTC Price
2012-06-16,6.44415828229106,BTC Price
2012-06-17,6.1999664880187,BTC Price
2012-06-18,6.31084466861485,BTC Price
2012-06-19,6.49482671595558,BTC Price
2012-06-20,6.69355105552309,BTC Price
2012-06-21,6.67226250379895,BTC Price
2012-06-22,6.56376169783752,BTC Price
2012-06-23,6.44754168907072,BTC Price
2012-06-24,6.35049403857393,BTC Price
2012-06-25,6.31747363004091,BTC Price
2012-06-26,6.43286082875511,BTC Price
2012-06-27,6.61571340151958,BTC Price
2012-06-28,6.59006463296318,BTC Price
2012-06-29,6.65877675715956,BTC Price
2012-06-30,6.68042762302747,BTC Price
2012-07-01,6.62686009234366,BTC Price
2012-07-02,6.74347805084746,BTC Price
2012-07-03,6.44999240327294,BTC Price
2012-07-04,6.51483533313852,BTC Price
2012-07-05,6.64239860432496,BTC Price
